Last updated 01-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Gold price - Key Currencies,,,,,,Gold price - Major consumer countries,,,,,,,,,,,,,Gold price - Major producer countries,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,National Currency Unit per troy ounce,,,,,,National Currency Unit per troy ounce,,,,,,,,,,,,,National Currency Unit per troy ounce,,,,
,,,,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,USD,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,EUR,RUB,USD,ZAR,CNY,CAD,AUD
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Name,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,,,2001/7/5,266.3,318.2,"33,480.5",190.3,402.3,484.2,"12,550.7","2,204.1",266.3,340.7,998.7,"3,024,366.9",978.1,"12,114.0","3,957,215.1","1,051.0","344,991.4",318.2,"7,774.6",266.3,"2,174.6","2,204.1",402.3,515.4
,,,2001/7/6,265.1,313.9,"33,413.2",188.5,402.2,477.1,"12,491.5","2,194.2",265.1,354.6,994.3,"3,003,581.3",973.7,"12,023.6","3,940,179.1","1,046.3","343,702.0",313.9,"7,742.5",265.1,"2,174.7","2,194.2",402.2,522.9
,,,2001/7/9,266.1,313.4,"33,378.2",188.8,405.1,477.1,"12,544.0","2,202.4",266.1,347.8,998.0,"3,014,778.3",977.4,"12,088.9","3,956,904.8","1,050.8","344,732.4",313.4,"7,753.1",266.1,"2,182.4","2,202.4",405.1,524.4
,,,2001/7/10,267.5,312.5,"33,551.6",189.5,406.6,476.0,"12,607.6","2,213.7",267.5,349.8,"1,003.0","3,036,091.9",982.3,"12,159.6","3,978,318.0","1,056.0","347,430.8",312.5,"7,823.2",267.5,"2,201.1","2,213.7",406.6,523.8
,,,2001/7/11,267.6,310.6,"33,215.0",189.2,408.9,471.4,"12,615.0","2,214.5",267.6,369.2,"1,003.5","3,034,014.8",982.7,"12,192.2","3,981,943.7","1,056.4","350,022.0",310.6,"7,815.9",267.6,"2,209.6","2,214.5",408.9,528.4
,,,2001/7/12,266.3,312.4,"32,994.5",189.4,406.7,472.4,"12,556.0","2,204.1",266.3,352.9,998.7,"3,025,165.8",978.1,"12,135.3","3,964,405.2","1,051.5","346,416.1",312.4,"7,780.0",266.3,"2,200.0","2,204.1",406.7,527.9
,,,2001/7/13,266.4,312.7,"33,239.1",190.2,409.9,472.7,"12,561.1","2,204.5",266.4,355.4,999.0,"3,017,743.8",978.3,"12,158.9","3,966,482.0","1,051.7","348,385.6",312.7,"7,780.1",266.4,"2,196.9","2,204.5",409.9,524.5
,,,2001/7/16,268.3,313.7,"33,626.5",191.6,413.4,474.4,"12,648.0","2,220.2",268.3,375.6,"1,006.0","3,041,955.0",985.3,"12,272.4","3,995,986.1","1,059.2","351,944.0",313.7,"7,843.6",268.3,"2,210.4","2,220.2",413.4,525.8
,,,2001/7/17,267.6,314.3,"33,470.1",191.1,411.9,475.6,"12,606.6","2,214.9",267.6,385.3,"1,003.6","3,033,244.3",982.9,"12,242.7","3,987,104.0","1,056.6","351,626.2",314.3,"7,826.5",267.6,"2,206.6","2,214.9",411.9,529.0
,,,2001/7/18,268.6,308.2,"33,403.6",189.8,412.2,464.1,"12,659.4","2,222.8",268.6,366.6,"1,007.2","3,027,899.1",986.4,"12,292.9","4,002,197.7","1,060.4","352,203.1",308.2,"7,855.6",268.6,"2,204.8","2,222.8",412.2,522.3
,,,2001/7/19,270.3,310.8,"33,380.7",190.8,415.9,468.1,"12,733.8","2,237.2",270.3,362.9,"1,013.7","3,040,602.5",992.8,"12,354.1","4,027,737.4","1,067.3","352,538.5",310.8,"7,917.1",270.3,"2,234.0","2,237.2",415.9,526.8
,,,2001/7/20,269.7,309.0,"33,200.1",188.8,416.2,464.8,"12,708.3","2,232.3",269.7,357.5,"1,011.5","3,004,457.5",990.6,"12,352.3","4,021,496.0","1,064.9","352,147.2",309.0,"7,897.6",269.7,"2,228.9","2,232.3",416.2,532.9
,,,2001/7/23,268.7,309.6,"33,377.9",189.3,415.6,466.4,"12,661.1","2,224.0",268.7,355.4,"1,007.8","2,760,892.0",986.9,"12,294.4","4,007,928.5","1,061.2","351,459.5",309.6,"7,868.6",268.7,"2,208.5","2,224.0",415.6,529.5
,,,2001/7/24,268.8,307.4,"33,341.1",189.3,413.7,463.3,"12,663.5","2,224.5",268.8,355.4,"1,008.0","2,660,625.0",987.1,"12,285.9","4,009,212.5","1,061.2","351,928.1",307.4,"7,872.8",268.8,"2,200.9","2,224.5",413.7,529.5
,,,2001/7/25,268.4,305.3,"33,167.5",188.0,412.4,460.1,"12,652.4","2,221.6",268.4,356.8,"1,006.6","2,697,419.0",985.8,"12,269.9","4,006,271.1","1,059.8","352,274.9",305.3,"7,850.2",268.4,"2,201.9","2,221.6",412.4,528.4
,,,2001/7/26,267.5,305.1,"33,121.9",187.4,410.5,461.0,"12,600.6","2,214.1",267.5,350.7,"1,003.3","2,688,375.0",982.5,"12,224.8","3,994,176.3","1,056.2","346,412.5",305.1,"7,828.1",267.5,"2,180.9","2,214.1",410.5,526.2
,,,2001/7/27,266.2,304.7,"32,938.7",187.0,408.5,459.9,"12,546.3","2,202.9",266.2,356.0,998.2,"2,651,518.4",977.6,"12,147.1","3,974,948.8","1,050.9","346,061.4",304.7,"7,792.6",266.2,"2,179.7","2,202.9",408.5,526.9
,,,2001/7/30,266.3,304.3,"33,331.4",186.9,407.6,459.8,"12,553.4","2,204.1",266.3,353.0,998.8,"2,583,108.1",978.1,"12,177.9","3,978,918.5","1,051.5","347,454.7",304.3,"7,806.6",266.3,"2,188.7","2,204.1",407.6,526.8
,,,2001/7/31,265.9,303.9,"33,206.9",186.6,406.4,459.3,"12,531.9","2,200.9",265.9,353.6,997.2,"2,526,049.1",976.7,"12,151.6","3,973,741.1","1,049.9","345,138.1",303.9,"7,805.0",265.9,"2,198.4","2,200.9",406.4,524.2
,,,2001/8/1,267.4,304.2,"33,353.2",186.7,410.9,459.1,"12,594.9","2,212.8",267.4,355.4,"1,002.7","2,573,242.3",982.0,"12,223.2","3,995,409.9","1,055.6","346,685.9",304.2,"7,845.1",267.4,"2,205.0","2,212.8",410.9,518.5
,,,2001/8/2,267.0,302.8,"33,022.6",186.5,410.8,456.9,"12,575.7","2,209.9",267.0,358.9,"1,001.4","2,569,875.0",980.7,"12,183.2","3,991,650.0","1,054.3","344,029.5",302.8,"7,835.4",267.0,"2,197.9","2,209.9",410.8,513.6
,,,2001/8/3,267.9,302.4,"33,059.4",187.4,411.3,456.0,"12,621.1","2,216.9",267.9,359.6,"1,004.5","2,548,591.4",983.8,"12,167.1","4,005,694.6","1,057.6","345,124.5",302.4,"7,868.6",267.9,"2,207.3","2,216.9",411.3,516.6
,,,2001/8/6,267.2,303.5,"33,094.1",188.3,408.1,457.6,"12,587.8","2,211.6",267.2,363.1,"1,002.1","2,509,007.5",981.4,"12,137.6","3,997,578.5","1,130.3","344,287.1",303.5,"7,842.3",267.2,"2,219.1","2,211.6",408.1,516.5
,,,2001/8/7,266.5,303.9,"32,983.8",187.9,408.6,457.7,"12,555.1","2,205.5",266.5,363.2,999.3,"2,492,639.3",978.7,"12,118.1","3,986,357.7","1,124.4","343,054.3",303.9,"7,812.8",266.5,"2,207.4","2,205.5",408.6,516.8
,,,2001/8/8,266.4,304.0,"32,789.8",188.4,407.9,457.6,"12,558.1","2,205.1",266.4,366.7,999.1,"2,485,511.1",978.5,"12,094.6","3,987,473.7","1,122.9","342,323.9",304.0,"7,820.2",266.4,"2,209.2","2,205.1",407.9,515.0
,,,2001/8/9,270.0,303.8,"33,227.6",190.0,414.9,457.9,"12,725.1","2,234.9",270.0,373.7,"1,012.6","2,484,000.0",991.7,"12,262.1","4,041,900.0","1,136.7","347,895.0",303.8,"7,926.7",270.0,"2,232.6","2,234.9",414.9,526.2
,,,2001/8/10,275.8,308.0,"33,609.0",193.3,424.8,466.0,"12,995.7","2,282.7",275.8,383.5,"1,034.4","2,512,536.2","1,013.0","12,485.5","4,130,377.9","1,161.1","353,437.5",308.0,"8,090.3",275.8,"2,271.6","2,282.7",424.8,536.0
,,,2001/8/13,275.6,306.7,"33,685.2",193.8,424.1,464.7,"12,986.3","2,281.2",275.6,385.7,"1,033.6","2,356,378.8","1,012.3","12,440.6","4,127,383.4","1,164.4","354,008.0",306.7,"8,087.2",275.6,"2,282.8","2,281.2",424.1,532.9
,,,2001/8/14,274.5,305.9,"33,432.7",193.2,422.8,464.0,"12,933.8","2,272.1",274.5,396.9,"1,029.5","2,329,132.5","1,008.2","12,325.1","4,112,284.5","1,159.8","353,693.3",305.9,"8,058.0",274.5,"2,274.7","2,272.1",422.8,531.3
,,,2001/8/15,275.4,302.2,"33,022.7",191.5,421.5,458.8,"12,971.7","2,279.1",275.4,406.1,"1,032.7","2,416,195.0","1,011.3","12,355.0","4,126,392.9","1,165.4","354,788.3",302.2,"8,084.3",275.4,"2,268.8","2,279.1",421.5,522.7
,,,2001/8/16,275.9,302.3,"33,156.3",191.2,422.3,459.0,"12,997.6","2,283.6",275.9,401.4,"1,034.7","2,414,124.2","1,013.4","12,317.6","4,135,463.6","1,161.5","352,876.0",302.3,"8,104.0",275.9,"2,273.4","2,283.6",422.3,522.9
,,,2001/8/17,277.5,302.7,"33,371.7",192.1,427.6,459.7,"13,073.4","2,296.4",277.5,399.0,"1,040.6","2,427,687.1","1,019.1","12,439.5","4,158,697.3","1,168.1","356,800.6",302.7,"8,149.3",277.5,"2,296.5","2,296.4",427.6,518.2
,,,2001/8/20,276.7,303.2,"33,386.1",191.5,427.6,460.0,"13,038.5","2,289.8",276.7,395.3,"1,037.2","2,358,440.4","1,016.1","12,418.8","4,146,705.4","1,167.5","356,048.4",303.2,"8,128.0",276.7,"2,300.1","2,289.8",427.6,519.9
,,,2001/8/21,276.3,302.8,"33,099.3",190.8,427.7,459.4,"13,022.0","2,286.9",276.3,398.0,"1,036.3","2,360,291.1","1,014.8","12,339.6","4,140,490.7","1,173.6","354,713.6",302.8,"8,113.3",276.3,"2,315.0","2,286.9",427.7,519.8
,,,2001/8/22,275.9,299.5,"33,039.9",189.5,426.1,455.3,"13,000.8","2,283.2",275.9,402.1,"1,034.6","2,376,446.5","1,013.2","12,304.3","4,133,334.2","1,172.4","353,639.5",299.5,"8,103.4",275.9,"2,311.0","2,283.2",426.1,513.8
,,,2001/8/23,274.9,301.0,"33,030.1",190.0,424.1,457.1,"12,950.9","2,274.9",274.9,405.0,"1,030.8","2,398,065.0","1,009.5","12,266.6","4,118,350.2","1,172.2","352,769.8",301.0,"8,072.9",274.9,"2,296.8","2,274.9",424.1,516.5
,,,2001/8/24,272.8,298.8,"32,736.0",188.6,420.2,454.0,"12,854.3","2,258.1",272.8,397.5,"1,023.1","2,371,994.3","1,002.0","12,106.9","4,087,905.1","1,162.8","349,729.4",298.8,"8,014.3",272.8,"2,282.0","2,258.1",420.2,514.8
,,,2001/8/27,272.8,299.9,"32,753.7",189.1,420.9,455.8,"12,859.8","2,258.0",272.8,387.9,"1,023.1","2,382,906.3","1,002.0","12,068.7","4,088,859.9","1,163.5","349,320.2",299.9,"8,010.2",272.8,"2,293.1","2,258.0",420.9,516.4
,,,2001/8/28,271.1,298.1,"32,715.7",187.2,417.3,452.1,"12,777.3","2,243.4",271.1,378.1,"1,016.6","2,447,579.7",995.5,"12,019.7","4,063,307.6","1,155.3","347,079.3",298.1,"7,957.2",271.1,"2,268.5","2,243.4",417.3,513.5
,,,2001/8/29,272.9,299.7,"32,605.6",187.9,421.3,455.0,"12,854.0","2,258.4",272.9,376.0,"1,023.3","2,496,576.2","1,002.2","12,055.9","4,090,701.4","1,163.6","349,629.8",299.7,"8,012.0",272.9,"2,272.5","2,258.4",421.3,515.2
,,,2001/8/30,272.3,299.5,"32,673.3",187.9,421.0,454.4,"12,833.5","2,253.7",272.3,375.2,"1,021.3","2,428,914.3","1,000.2","12,056.1","4,082,863.3","1,160.6","349,524.0",299.5,"8,016.5",272.3,"2,280.7","2,253.7",421.0,512.4
,,,2001/8/31,273.0,300.5,"32,488.4",188.2,423.2,455.7,"12,869.2","2,259.6",273.0,374.2,"1,023.9","2,419,462.5","1,002.7","12,035.2","4,093,362.0","1,163.6","348,757.5",300.5,"8,030.6",273.0,"2,301.1","2,259.6",423.2,519.0
,,,2001/9/3,273.4,301.6,"32,461.7",188.3,424.1,457.4,"12,884.9","2,262.5",273.4,381.1,"1,025.1","2,456,731.8","1,004.0","12,035.6","4,098,607.7","1,165.1","349,751.1",301.6,"8,040.9",273.4,"2,312.9","2,262.5",424.1,519.0
,,,2001/9/4,272.3,305.7,"32,362.8",188.3,422.2,463.0,"12,844.4","2,253.8",272.3,389.5,"1,021.2","2,447,975.2","1,000.2","12,032.9","4,083,407.9","1,160.6","349,088.4",305.7,"8,024.7",272.3,"2,299.6","2,253.8",422.2,521.9
,,,2001/9/5,271.3,305.4,"32,663.1",186.8,423.2,461.6,"12,791.8","2,245.6",271.3,383.4,"1,017.5","2,456,619.7",996.5,"12,029.4","4,068,683.2","1,156.4","348,077.7",305.4,"7,996.8",271.3,"2,304.3","2,245.6",423.2,522.2
,,,2001/9/6,272.1,305.3,"32,986.0",187.3,423.8,461.9,"12,832.6","2,251.7",272.1,379.9,"1,020.3","2,448,448.2",999.2,"12,098.1","4,080,747.1","1,159.6","349,856.1",305.3,"8,013.8",272.1,"2,319.4","2,251.7",423.8,521.5
,,,2001/9/7,273.6,302.9,"32,890.8",187.2,428.0,458.9,"12,930.3","2,264.5",273.6,385.1,"1,026.1","2,503,438.7","1,004.9","12,197.1","4,104,545.0","1,166.2","352,984.8",302.9,"8,057.8",273.6,"2,321.8","2,264.5",428.0,527.3
,,,2001/9/10,271.5,301.9,"32,825.7",186.2,425.3,457.5,"12,850.1","2,247.1",271.5,388.0,"1,018.2","2,463,862.5",997.2,"12,122.5","4,073,314.5","1,157.2","350,506.5",301.9,"7,998.9",271.5,"2,312.5","2,247.1",425.3,530.0
,,,2001/9/11,287.0,316.3,"34,062.6",195.3,451.1,475.4,"13,606.7","2,375.5",287.0,433.4,"1,076.4","2,608,830.0","1,054.0","12,849.0","4,305,574.0","1,223.3","372,181.5",316.3,"8,459.3",287.0,"2,478.2","2,375.5",451.1,551.4
,,,2001/9/12,279.0,308.1,"33,327.9",190.7,434.9,463.4,"13,235.8","2,309.3",279.0,405.9,"1,046.5","2,522,160.0","1,024.7","12,389.0","4,186,116.0","1,189.2","358,459.2",308.1,"8,224.4",279.0,"2,406.4","2,309.3",434.9,539.6
,,,2001/9/13,280.3,308.5,"33,328.7",190.8,438.4,463.9,"13,323.1","2,319.6",280.3,412.5,"1,051.2","2,550,975.6","1,029.3","12,395.5","4,204,590.8","1,191.1","361,592.6",308.5,"8,260.7",280.3,"2,412.3","2,319.6",438.4,544.4
,,,2001/9/14,285.8,310.4,"33,515.6",194.5,447.5,464.6,"13,658.9","2,365.0",285.8,427.1,"1,071.8","2,603,182.5","1,049.5","12,603.0","4,286,250.0","1,214.4","370,760.6",310.4,"8,423.1",285.8,"2,465.2","2,365.0",447.5,554.6
,,,2001/9/17,293.3,318.9,"34,509.7",200.1,459.4,473.8,"14,032.0","2,427.1",293.3,451.3,"1,099.9","2,731,623.8","1,077.1","12,891.3","4,398,163.5","1,246.3","380,873.0",318.9,"8,639.1",293.3,"2,537.0","2,427.1",459.4,581.9
,,,2001/9/18,289.4,314.0,"33,982.8",197.9,454.7,464.8,"13,882.5","2,395.3",289.4,432.8,"1,085.5","2,771,004.1","1,062.9","12,782.8","4,340,130.3","1,230.0","375,351.7",314.0,"8,525.7",289.4,"2,509.1","2,395.3",454.7,583.9
,,,2001/9/19,288.1,310.0,"33,792.7",196.2,452.0,458.6,"13,833.1","2,384.5",288.1,433.3,"1,080.5","2,767,199.1","1,058.2","12,716.7","4,320,633.5","1,224.4","373,521.5",310.0,"8,486.0",288.1,"2,490.6","2,384.5",452.0,583.0
,,,2001/9/20,288.5,311.2,"33,519.4",196.8,453.0,458.9,"13,842.2","2,387.8",288.5,439.0,"1,082.0","2,724,882.5","1,059.6","12,737.3","4,326,346.0","1,227.9","374,660.5",311.2,"8,486.5",288.5,"2,507.3","2,387.8",453.0,584.4
,,,2001/9/21,292.5,319.3,"34,107.0",200.7,459.5,461.0,"14,048.8","2,420.9",292.5,451.9,"1,097.2","2,753,887.5","1,074.3","12,950.4","4,386,622.5","1,244.9","380,250.0",319.3,"8,607.1",292.5,"2,564.8","2,420.9",459.5,602.1
,,,2001/9/24,288.2,314.9,"33,856.3",196.8,452.2,460.8,"13,807.7","2,385.4",288.2,446.6,"1,081.0","2,724,930.5","1,058.5","12,801.8","4,322,422.9","1,224.9","376,907.8",314.9,"8,483.5",288.2,"2,521.4","2,385.4",452.2,587.0
,,,2001/9/25,288.0,311.9,"33,808.3",196.0,451.8,456.7,"13,783.7","2,383.8",288.0,447.3,"1,080.3","2,741,040.0","1,057.8","12,804.5","4,319,424.0","1,225.7","376,761.6",311.9,"8,474.7",288.0,"2,523.0","2,383.8",451.8,582.3
,,,2001/9/26,291.5,316.4,"34,357.6",197.6,458.4,467.5,"13,948.8","2,412.3",291.5,451.8,"1,093.1","2,808,120.3","1,070.5","12,920.0","4,371,166.4","1,238.7","380,123.6",316.4,"8,571.3",291.5,"2,585.9","2,412.3",458.4,595.2
,,,2001/9/27,289.8,314.9,"34,677.4",196.4,457.3,466.3,"13,869.8","2,398.6",289.8,446.3,"1,087.1","2,803,088.6","1,064.4","12,887.4","4,347,576.7","1,235.2","377,981.5",314.9,"8,535.8",289.8,"2,603.5","2,398.6",457.3,594.8
,,,2001/9/28,293.1,321.8,"34,917.0",199.4,463.0,473.8,"14,024.8","2,425.9",293.1,448.6,"1,099.4","2,845,266.8","1,076.5","13,037.1","4,397,377.1","1,249.3","383,814.3",321.8,"8,637.4",293.1,"2,640.2","2,425.9",463.0,593.9
,,,2001/10/1,290.6,317.4,"34,903.9",196.6,458.1,470.5,"13,943.0","2,405.2",290.6,450.4,"1,089.9","2,920,528.5","1,067.4","12,940.4","4,360,450.8","1,237.2","380,540.5",317.4,"8,560.2",290.6,"2,621.9","2,405.2",458.1,589.8
,,,2001/10/2,291.7,318.4,"35,235.7",198.9,457.7,472.4,"13,993.4","2,413.9",291.7,458.2,"1,093.8","2,931,081.5","1,071.2","13,028.0","4,377,081.7","1,241.3","383,884.2",318.4,"8,599.9",291.7,"2,674.4","2,413.9",457.7,589.8
,,,2001/10/3,290.1,315.2,"35,019.4",196.5,455.0,467.1,"13,898.7","2,401.1",290.1,460.4,"1,087.9","2,873,439.1","1,065.5","12,958.8","4,354,398.8","1,234.7","382,496.7",315.2,"8,558.0",290.1,"2,702.6","2,401.1",455.0,583.7
,,,2001/10/4,290.4,317.9,"35,014.7",196.6,455.2,471.9,"13,933.9","2,403.2",290.4,465.4,"1,089.0","2,823,652.3","1,066.5","12,969.9","4,358,732.0","1,237.6","381,664.9",317.9,"8,573.2",290.4,"2,706.4","2,403.2",455.2,583.6
,,,2001/10/5,291.2,316.9,"35,021.2",196.7,455.4,470.4,"13,977.6","2,410.2",291.2,465.6,"1,092.2","2,872,687.5","1,069.6","13,031.2","4,372,367.3","1,241.2","382,345.5",316.9,"8,595.6",291.2,"2,688.7","2,410.2",455.4,575.7
,,,2001/10/8,291.9,317.6,"34,978.2",198.0,455.7,469.6,"14,046.7","2,415.6",291.9,472.8,"1,094.6","2,965,924.1","1,072.0","13,069.0","4,382,709.3","1,240.4","382,994.5",317.6,"8,612.8",291.9,"2,706.9","2,415.6",455.7,575.2
,,,2001/10/9,290.0,315.8,"34,823.2",197.7,453.1,468.0,"13,954.8","2,400.3",290.0,472.3,"1,087.7","2,900,000.0","1,065.2","12,997.8","4,354,930.0","1,234.2","379,551.9",315.8,"8,565.2",290.0,"2,690.9","2,400.3",453.1,577.6
,,,2001/10/10,287.2,315.1,"34,545.6",198.0,450.2,467.4,"13,794.7","2,376.7",287.2,471.2,"1,077.0","2,867,191.8","1,054.7","12,858.6","4,313,135.1","1,220.4","375,190.0",315.1,"8,484.7",287.2,"2,646.8","2,376.7",450.2,572.1
,,,2001/10/11,281.9,312.5,"34,203.9",195.3,441.4,463.6,"13,540.1","2,332.8",281.9,443.4,"1,057.1","2,800,882.9","1,035.3","12,612.8","4,233,948.5","1,199.6","367,010.8",312.5,"8,329.5",281.9,"2,578.2","2,332.8",441.4,565.2
,,,2001/10/12,281.8,311.1,"34,220.4",194.3,441.6,461.4,"13,532.0","2,332.3",281.8,451.6,"1,057.0","2,809,544.1","1,035.1","12,602.1","4,232,633.1","1,199.3","366,128.4",311.1,"8,315.1",281.8,"2,574.5","2,332.3",441.6,562.8
,,,2001/10/15,281.9,310.6,"34,108.1",194.8,439.1,459.4,"13,534.4","2,332.8",281.9,454.1,"1,057.1","2,808,633.8","1,035.3","12,563.5","4,235,075.9","1,199.6","365,531.1",310.6,"8,320.8",281.9,"2,532.7","2,332.8",439.1,549.1
,,,2001/10/16,281.1,309.3,"34,077.7",194.2,439.0,458.1,"13,492.8","2,326.6",281.1,459.9,"1,054.3","2,810,998.5","1,032.5","12,538.5","4,223,806.4","1,194.7","364,727.1",309.3,"8,305.4",281.1,"2,608.0","2,326.6",439.0,547.2
,,,2001/10/17,281.6,310.6,"34,055.3",194.1,441.4,460.1,"13,516.8","2,330.8",281.6,459.4,"1,056.1","2,819,518.5","1,034.3","12,596.0","4,231,319.4","1,198.5","366,488.1",310.6,"8,324.4",281.6,"2,619.2","2,330.8",441.4,548.0
,,,2001/10/18,281.0,311.2,"34,006.6",194.5,442.7,459.9,"13,496.4","2,325.8",281.0,458.3,"1,053.9","2,819,835.0","1,032.1","12,557.9","4,222,306.0","1,198.0","365,229.8",311.2,"8,306.9",281.0,"2,597.3","2,325.8",442.7,551.2
,,,2001/10/19,279.2,311.1,"33,852.5",194.1,440.3,458.8,"13,407.6","2,310.5",279.2,461.0,"1,047.0","2,816,622.5","1,025.3","12,492.0","4,194,506.4","1,190.2","362,755.3",311.1,"8,251.4",279.2,"2,578.8","2,310.5",440.3,550.2
,,,2001/10/22,275.9,309.4,"33,655.7",193.3,435.6,457.3,"13,243.2","2,283.6",275.9,450.0,"1,034.8","2,790,037.8","1,013.4","12,343.8","4,145,671.9","1,172.6","358,807.8",309.4,"8,157.5",275.9,"2,619.9","2,283.6",435.6,543.3
,,,2001/10/23,276.1,310.8,"33,956.9",194.3,433.6,459.9,"13,244.9","2,284.8",276.1,444.3,"1,035.3","2,807,426.5","1,013.9","12,372.6","4,148,200.4","1,176.9","359,278.8",310.8,"8,165.3",276.1,"2,616.5","2,284.8",433.6,542.9
,,,2001/10/24,275.5,309.0,"33,863.1",193.7,433.6,457.9,"13,232.3","2,280.2",275.5,443.6,"1,033.4","2,818,365.0","1,011.9","12,334.1","4,140,214.0","1,174.6","356,359.3",309.0,"8,149.6",275.5,"2,583.5","2,280.2",433.6,541.9
,,,2001/10/25,276.7,308.8,"33,945.6",193.6,436.6,456.5,"13,284.4","2,290.2",276.7,445.1,"1,037.9","2,840,325.0","1,016.3","12,418.3","4,158,246.9","1,176.0","357,911.4",308.8,"8,199.7",276.7,"2,591.5","2,290.2",436.6,546.5
,,,2001/10/26,277.3,310.7,"34,135.0",193.5,436.7,458.5,"13,299.7","2,294.8",277.3,446.7,"1,039.9","2,844,585.0","1,018.3","12,448.5","4,167,067.5","1,178.3","358,900.1",310.7,"8,238.5",277.3,"2,596.6","2,294.8",436.7,552.7
,,,2001/10/29,278.6,308.1,"33,986.4",191.9,438.8,454.4,"13,364.4","2,306.0",278.6,449.2,"1,044.9","2,861,220.5","1,023.3","12,481.3","4,187,913.0","1,187.8","359,811.7",308.1,"8,276.1",278.6,"2,593.6","2,306.0",438.8,550.9
,,,2001/10/30,280.4,308.5,"34,100.8",192.5,442.6,453.6,"13,453.6","2,320.8",280.4,448.1,"1,051.6","2,916,159.0","1,029.9","12,517.1","4,214,971.3","1,191.7","364,071.2",308.5,"8,323.4",280.4,"2,628.4","2,320.8",442.6,553.2
,,,2001/10/31,278.8,309.5,"34,120.4",191.7,442.3,455.2,"13,377.2","2,307.2",278.8,443.5,"1,045.3","2,919,906.3","1,023.9","12,462.9","4,190,170.0","1,188.3","360,981.3",309.5,"8,287.5",278.8,"2,627.9","2,307.2",442.3,552.4
,,,2001/11/1,280.6,309.5,"34,142.0",191.9,446.3,455.8,"13,468.8","2,322.5",280.6,444.5,"1,052.4","2,953,313.5","1,030.6","12,554.0","4,218,538.2","1,196.7","364,218.6",309.5,"8,351.2",280.6,"2,672.2","2,322.5",446.3,550.8
,,,2001/11/2,279.9,309.6,"34,037.2",191.3,445.7,456.1,"13,432.4","2,316.7",279.9,439.4,"1,049.8","2,987,931.5","1,028.1","12,519.9","4,208,854.8","1,193.7","362,890.2",309.6,"8,330.7",279.9,"2,669.5","2,316.7",445.7,551.5
,,,2001/11/5,278.3,310.3,"33,849.1",191.0,443.6,456.8,"13,347.7","2,303.0",278.3,434.1,"1,043.6","3,039,881.3","1,022.0","12,426.6","4,184,601.8","1,187.5","361,057.2",310.3,"8,276.5",278.3,"2,639.0","2,303.0",443.6,547.7
,,,2001/11/6,279.0,311.1,"33,761.3",191.3,444.8,457.8,"13,386.8","2,308.8",279.0,429.4,"1,046.2","3,022,422.7","1,024.6","12,457.9","4,195,407.3","1,189.0","361,309.9",311.1,"8,298.1",279.0,"2,636.5","2,308.8",444.8,544.3
,,,2001/11/7,280.3,311.5,"33,928.9",191.3,446.0,458.0,"13,451.6","2,319.9",280.3,438.4,"1,051.2","2,981,689.2","1,029.5","12,512.6","4,216,550.0","1,196.1","362,259.4",311.5,"8,338.4",280.3,"2,677.5","2,319.9",446.0,543.9
,,,2001/11/8,280.0,313.7,"33,816.6",192.4,447.0,460.2,"13,443.2","2,317.0",280.0,432.2,"1,050.0","2,931,076.0","1,028.3","12,452.2","4,211,847.0","1,193.2","360,421.6",313.7,"8,329.9",280.0,"2,665.9","2,317.0",447.0,543.8
,,,2001/11/9,277.2,310.2,"33,319.0",190.1,444.3,454.8,"13,303.2","2,293.9",277.2,433.9,"1,039.4","2,885,130.5","1,018.0","12,326.2","4,170,551.7","1,181.3","355,652.6",310.2,"8,239.8",277.2,"2,664.0","2,293.9",444.3,539.9
,,,2001/11/12,280.0,313.0,"33,664.4",192.2,449.0,457.6,"13,437.2","2,317.4",280.0,438.1,"1,050.1","2,970,940.0","1,028.4","12,446.0","4,214,000.0","1,193.4","359,744.0",313.0,"8,324.5",280.0,"2,713.9","2,317.4",449.0,539.4
,,,2001/11/13,276.5,313.5,"33,586.5",191.6,441.7,460.6,"13,288.6","2,288.5",276.5,432.3,"1,037.0","2,952,328.8","1,015.6","12,276.6","4,162,569.3","1,179.9","355,952.2",313.5,"8,220.5",276.5,"2,676.9","2,288.5",441.7,532.4
,,,2001/11/14,278.3,314.9,"33,835.2",192.9,443.2,462.5,"13,372.7","2,303.0",278.3,429.1,"1,043.6","2,961,971.3","1,022.0","12,362.7","4,188,775.5","1,186.3","357,551.3",314.9,"8,287.0",278.3,"2,691.3","2,303.0",443.2,535.8
,,,2001/11/15,275.5,312.6,"33,722.0",192.4,437.5,459.2,"13,216.1","2,279.9",275.5,419.1,"1,033.1","2,926,655.7","1,011.7","12,243.8","4,147,725.4","1,174.4","353,719.0",312.6,"8,211.2",275.5,"2,642.9","2,279.9",437.5,532.0
