Last updated 01-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Gold price - Key Currencies,,,,,,Gold price - Major consumer countries,,,,,,,,,,,,,Gold price - Major producer countries,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,National Currency Unit per troy ounce,,,,,,National Currency Unit per troy ounce,,,,,,,,,,,,,National Currency Unit per troy ounce,,,,
,,,,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,USD,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,EUR,RUB,USD,ZAR,CNY,CAD,AUD
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Name,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,,,1984/9/3,344.5,417.9,"84,026.0",264.4,448.5,840.9,"4,012.0",#N/A,344.5,0.1,"1,221.1","364,480.1","1,270.3","7,944.3",#N/A,#N/A,"281,153.7",417.9,#N/A,344.5,549.7,#N/A,448.5,410.9
,,,1984/9/4,341.2,416.1,"83,277.0",264.0,443.2,836.7,"4,005.5",#N/A,341.2,0.1,"1,207.4","362,664.7","1,264.0","7,904.7",#N/A,#N/A,"279,753.3",416.1,#N/A,341.2,552.5,#N/A,443.2,406.9
,,,1984/9/5,338.3,415.6,"82,841.5",264.1,441.4,833.7,"3,973.8",#N/A,338.3,0.1,"1,204.4","362,494.1","1,263.4","7,901.0",#N/A,#N/A,"279,621.7",415.6,#N/A,338.3,556.2,#N/A,441.4,409.7
,,,1984/9/6,340.5,418.3,"83,056.5",264.9,444.2,837.2,"3,986.7",#N/A,340.5,0.1,"1,199.2","363,145.4","1,265.6","7,915.2",#N/A,#N/A,"280,124.1",418.3,#N/A,340.5,558.8,#N/A,444.2,408.1
,,,1984/9/7,339.8,421.5,"83,575.5",266.8,447.2,843.1,"3,990.8",#N/A,339.8,0.1,"1,202.9","365,706.0","1,274.6","7,971.0",#N/A,#N/A,"282,099.3",421.5,#N/A,339.8,566.5,#N/A,447.2,410.3
,,,1984/9/10,338.5,420.9,"82,913.8",265.0,442.4,839.7,"3,952.9",#N/A,338.5,0.1,"1,191.0","356,595.3","1,235.5","7,702.5",#N/A,#N/A,"279,420.2",420.9,#N/A,338.5,553.3,#N/A,442.4,405.3
,,,1984/9/11,340.3,424.5,"82,991.6",266.7,445.4,842.5,"3,978.4",#N/A,340.3,0.1,"1,199.8","358,356.5","1,241.6","7,740.6",#N/A,#N/A,"280,800.2",424.5,#N/A,340.3,564.3,#N/A,445.4,406.7
,,,1984/9/12,338.5,421.3,"83,084.7",264.5,446.3,845.4,"3,988.5",#N/A,338.5,0.1,"1,200.9","358,185.8","1,241.0","7,736.9",#N/A,#N/A,"280,666.5",421.3,#N/A,338.5,558.1,#N/A,446.3,406.6
,,,1984/9/13,336.9,419.2,"82,199.7",263.2,443.4,840.6,"3,950.2",#N/A,336.9,0.1,"1,184.3","356,075.8","1,233.7","7,691.3",#N/A,#N/A,"279,013.1",419.2,#N/A,336.9,556.1,#N/A,443.4,403.2
,,,1984/9/14,341.5,429.8,"83,341.5",269.8,445.9,850.2,"4,002.9",#N/A,341.5,0.1,"1,201.5","362,183.5","1,254.9","7,823.2",#N/A,#N/A,"283,799.0",429.8,#N/A,341.5,562.6,#N/A,445.9,409.9
,,,1984/9/17,335.3,426.6,"83,346.2",269.3,444.3,851.8,"3,963.7",#N/A,335.3,0.1,"1,200.3","359,705.3","1,270.3","7,715.6",#N/A,#N/A,"287,281.8",426.6,#N/A,335.3,566.5,#N/A,444.3,409.9
,,,1984/9/18,336.8,433.4,"82,828.7",273.1,443.3,854.9,"3,972.5",#N/A,336.8,0.1,"1,188.3","361,594.3","1,277.0","7,756.2",#N/A,#N/A,"288,790.4",433.4,#N/A,336.8,566.5,#N/A,443.3,405.3
,,,1984/9/19,340.0,437.1,"83,463.7",274.9,447.6,861.4,"3,999.7",#N/A,340.0,0.1,"1,210.1","364,066.7","1,285.7","7,809.2",#N/A,#N/A,"290,765.1",437.1,#N/A,340.0,568.9,#N/A,447.6,410.0
,,,1984/9/20,338.8,438.1,"83,785.2",276.6,447.3,867.0,"4,080.3",#N/A,338.8,0.1,"1,206.3","367,891.5","1,299.2","7,891.2",#N/A,#N/A,"293,819.7",438.1,#N/A,338.8,575.1,#N/A,447.3,409.3
,,,1984/9/21,343.5,439.4,"82,712.6",275.4,446.4,859.1,"3,940.7",#N/A,343.5,0.1,"1,200.2","360,790.4","1,274.1","7,738.9",#N/A,#N/A,"288,148.4",439.4,#N/A,343.5,570.8,#N/A,446.4,404.4
,,,1984/9/24,347.8,437.2,"84,676.3",279.0,457.2,864.2,"4,108.5",#N/A,347.8,0.1,"1,244.8","369,274.8","1,284.9","8,027.5",#N/A,#N/A,"294,746.6",437.2,#N/A,347.8,576.0,#N/A,457.2,419.5
,,,1984/9/25,345.0,441.0,"84,630.1",279.9,454.9,870.1,"4,111.6",#N/A,345.0,0.1,"1,229.8","371,210.4","1,291.6","8,069.6",#N/A,#N/A,"296,291.5",441.0,#N/A,345.0,579.7,#N/A,454.9,416.6
,,,1984/9/26,346.1,442.0,"84,615.8",278.7,455.2,865.0,"4,078.3",#N/A,346.1,0.1,"1,218.9","369,011.2","1,284.0","8,021.8",#N/A,#N/A,"294,536.1",442.0,#N/A,346.1,576.3,#N/A,455.2,412.6
,,,1984/9/27,345.3,435.7,"84,171.8",277.0,453.0,858.3,"4,094.6",#N/A,345.3,0.1,"1,224.5","365,871.4","1,273.1","7,953.5",#N/A,#N/A,"292,030.1",435.7,#N/A,345.3,571.3,#N/A,453.0,411.8
,,,1984/9/28,343.8,436.4,"84,562.2",278.3,453.2,866.5,"4,140.0",#N/A,343.8,0.1,"1,226.8","369,385.0","1,285.3","8,029.9",#N/A,#N/A,"280,510.0",436.4,#N/A,343.8,574.9,#N/A,453.2,414.6
,,,1984/10/1,345.4,439.6,"84,886.8",279.1,453.9,868.4,"4,061.2",#N/A,345.4,0.1,"1,229.8","365,633.1","1,268.5","7,829.9",#N/A,#N/A,"280,431.8",439.6,#N/A,345.4,578.0,#N/A,453.9,414.9
,,,1984/10/2,345.3,437.6,"84,704.9",278.5,453.3,865.1,"4,090.8",#N/A,345.3,0.1,"1,227.6","365,148.9","1,266.8","7,819.6",#N/A,#N/A,"280,060.5",437.6,#N/A,345.3,575.5,#N/A,453.3,414.5
,,,1984/10/3,348.5,438.1,"85,335.3",278.9,455.8,867.3,"4,091.1",#N/A,348.5,0.1,"1,238.9","365,168.1","1,266.9","7,820.0",#N/A,#N/A,"280,075.2",438.1,#N/A,348.5,575.9,#N/A,455.8,415.8
,,,1984/10/4,346.3,437.5,"85,216.3",277.8,453.4,867.4,"4,082.0",#N/A,346.3,0.1,"1,227.2","364,362.3","1,264.1","7,802.7",#N/A,#N/A,"279,457.1",437.5,#N/A,346.3,580.4,#N/A,453.4,414.0
,,,1984/10/5,343.8,435.9,"85,645.4",277.7,456.5,871.9,"4,140.3",#N/A,343.8,0.1,"1,238.7","367,393.6","1,274.6","7,867.6",#N/A,#N/A,"281,782.1",435.9,#N/A,343.8,585.4,#N/A,456.5,417.3
,,,1984/10/8,341.6,433.8,"84,462.5",276.3,451.8,862.0,"4,101.9",#N/A,341.6,0.1,"1,221.1","366,147.1","1,259.7","7,871.2",#N/A,#N/A,"279,029.9",433.8,#N/A,341.6,585.0,#N/A,451.8,412.1
,,,1984/10/9,341.0,437.2,"84,397.0",277.7,450.4,866.9,"4,080.0",#N/A,341.0,0.1,"1,219.8","367,067.9","1,262.8","7,890.9",#N/A,#N/A,"279,731.5",437.2,#N/A,341.0,589.1,#N/A,450.4,410.8
,,,1984/10/10,337.8,433.2,"83,671.8",273.9,443.7,856.6,"4,001.2",#N/A,337.8,0.1,"1,194.4","361,829.2","1,244.8","7,778.3",#N/A,#N/A,"275,739.3",433.2,#N/A,337.8,580.7,#N/A,443.7,403.4
,,,1984/10/11,338.1,435.1,"83,800.9",275.9,446.5,861.5,"4,045.3",#N/A,338.1,0.1,"1,202.2","364,475.2","1,253.9","7,835.2",#N/A,#N/A,"277,755.7",435.1,#N/A,338.1,584.5,#N/A,446.5,406.4
,,,1984/10/12,338.9,437.6,"83,683.0",276.3,445.5,863.0,"4,033.7",#N/A,338.9,0.1,"1,204.2","363,962.2","1,252.1","7,824.2",#N/A,#N/A,"277,364.8",437.6,#N/A,338.9,586.2,#N/A,445.5,406.5
,,,1984/10/15,338.7,440.6,"84,165.2",280.2,447.6,871.0,"4,085.8",#N/A,338.7,0.1,"1,204.3","359,989.1","1,242.0","7,791.1",#N/A,#N/A,"281,745.9",440.6,#N/A,338.7,599.7,#N/A,447.6,407.6
,,,1984/10/16,339.5,442.1,"84,607.5",282.1,450.4,872.2,"4,090.7",#N/A,339.5,0.1,"1,209.5","363,088.0","1,252.7","7,858.1",#N/A,#N/A,"284,171.3",442.1,#N/A,339.5,606.7,#N/A,450.4,409.7
,,,1984/10/17,340.6,440.8,"84,610.6",283.7,451.2,869.5,"4,092.7",#N/A,340.6,0.1,"1,212.4","364,317.0","1,256.9","7,884.7",#N/A,#N/A,"285,133.1",440.8,#N/A,340.6,607.5,#N/A,451.2,409.5
,,,1984/10/18,339.5,439.8,"84,158.4",285.9,448.4,862.9,"4,097.8",#N/A,339.5,0.1,"1,207.6","366,355.2","1,263.9","7,928.8",#N/A,#N/A,"286,728.3",439.8,#N/A,339.5,605.8,#N/A,448.4,406.9
,,,1984/10/19,339.5,434.7,"83,939.0",284.7,449.0,860.0,"4,097.6",#N/A,339.5,0.1,"1,210.3","366,329.8","1,263.9","7,928.3",#N/A,#N/A,"286,708.4",434.7,#N/A,339.5,603.5,#N/A,449.0,408.7
,,,1984/10/22,338.4,433.7,"83,549.1",282.1,446.5,854.5,"4,083.1",#N/A,338.4,0.1,"1,200.4","356,795.5","1,238.2","7,740.6",#N/A,#N/A,"283,692.5",433.7,#N/A,338.4,608.4,#N/A,446.5,404.5
,,,1984/10/23,340.0,431.4,"83,023.9",281.5,446.6,849.9,"4,071.9",#N/A,340.0,0.1,"1,205.3","355,752.3","1,234.5","7,718.0",#N/A,#N/A,"282,863.0",431.4,#N/A,340.0,605.8,#N/A,446.6,405.9
,,,1984/10/24,340.0,428.4,"83,031.7",278.2,447.7,842.2,"4,064.2",#N/A,340.0,0.1,"1,210.8","352,505.6","1,223.3","7,647.6",#N/A,#N/A,"280,281.5",428.4,#N/A,340.0,602.5,#N/A,447.7,400.6
,,,1984/10/25,338.5,425.1,"82,932.8",275.8,446.4,841.1,"4,036.5",#N/A,338.5,0.1,"1,207.7","350,616.1","1,216.7","7,606.6",#N/A,#N/A,"278,779.1",425.1,#N/A,338.5,607.3,#N/A,446.4,399.7
,,,1984/10/26,337.6,427.4,"83,037.3",276.4,445.2,842.1,"4,070.5",#N/A,337.6,0.1,"1,203.2","350,472.8","1,216.2","7,603.5",#N/A,#N/A,"278,665.2",427.4,#N/A,337.6,607.6,#N/A,445.2,398.2
,,,1984/10/29,336.3,429.8,"82,561.2",278.1,443.4,846.4,"4,055.2",#N/A,336.3,0.1,"1,183.3","355,917.3","1,220.4","7,693.7",#N/A,#N/A,"279,630.8",429.8,#N/A,336.3,645.4,#N/A,443.4,398.7
,,,1984/10/30,335.5,428.2,"82,344.5",276.5,442.0,840.7,"4,031.4",#N/A,335.5,0.1,"1,192.0","354,386.8","1,215.2","7,660.6",#N/A,#N/A,"278,428.3",428.2,#N/A,335.5,645.2,#N/A,442.0,395.6
,,,1984/10/31,333.5,421.4,"82,186.8",273.1,438.7,834.9,"4,017.0",#N/A,333.5,0.1,"1,186.2","351,055.2","1,203.8","7,588.6",#N/A,#N/A,"273,420.2",421.4,#N/A,333.5,635.1,#N/A,438.7,392.0
,,,1984/11/1,333.8,416.1,"84,102.7",270.3,450.5,848.0,"4,042.7",#N/A,333.8,0.1,"1,215.0","357,451.6","1,225.7","7,726.8",#N/A,#N/A,"278,402.0",416.1,#N/A,333.8,650.0,#N/A,450.5,399.6
,,,1984/11/2,343.1,421.9,"81,804.4",274.2,445.5,819.4,"4,036.9",#N/A,343.1,0.1,"1,207.4","347,107.8","1,190.2","7,503.3",#N/A,#N/A,"270,345.7",421.9,#N/A,343.1,631.9,#N/A,445.5,395.6
,,,1984/11/5,342.5,419.9,"82,875.5",270.1,448.5,824.7,"4,049.3",#N/A,342.5,0.1,"1,212.4","363,032.2","1,250.7","9,164.9",#N/A,#N/A,"269,424.8",419.9,#N/A,342.5,615.2,#N/A,448.5,394.4
,,,1984/11/6,346.1,426.2,"83,663.4",274.5,453.3,838.0,"4,162.5",#N/A,346.1,0.1,"1,235.0","368,886.8","1,270.9","9,312.7",#N/A,#N/A,"273,769.7",426.2,#N/A,346.1,627.3,#N/A,453.3,402.4
,,,1984/11/7,347.6,425.5,"83,258.2",273.1,453.4,834.5,"4,115.8",#N/A,347.6,0.1,"1,232.6","365,303.7","1,258.5","9,222.2",#N/A,#N/A,"271,110.5",425.5,#N/A,347.6,606.7,#N/A,453.4,400.8
,,,1984/11/8,347.1,426.4,"83,905.9",273.4,457.0,842.4,"4,135.8",#N/A,347.1,0.1,"1,237.9","368,747.3","1,270.4","9,309.2",#N/A,#N/A,"273,666.2",426.4,#N/A,347.1,610.3,#N/A,457.0,402.5
,,,1984/11/9,346.8,427.0,"83,230.5",274.8,455.3,837.7,"4,120.5",#N/A,346.8,0.1,"1,234.4","368,488.3","1,269.5","9,302.6",#N/A,#N/A,"273,474.0",427.0,#N/A,346.8,610.1,#N/A,455.3,403.5
,,,1984/11/12,345.8,425.6,"83,311.4",272.9,455.4,835.8,"4,066.6",#N/A,345.8,0.1,"1,227.8","366,515.5","1,266.4","9,077.6",#N/A,#N/A,"272,394.7",425.6,#N/A,345.8,604.8,#N/A,455.4,401.1
,,,1984/11/13,350.5,430.1,"84,129.4",275.5,460.8,844.1,"4,181.7",#N/A,350.5,0.1,"1,251.1","369,509.1","1,276.7","9,151.7",#N/A,#N/A,"274,619.6",430.1,#N/A,350.5,606.6,#N/A,460.8,406.4
,,,1984/11/14,345.8,427.7,"83,858.0",274.3,455.7,846.1,"4,146.4",#N/A,345.8,0.1,"1,234.1","368,618.3","1,273.7","9,129.7",#N/A,#N/A,"273,957.5",427.7,#N/A,345.8,607.2,#N/A,455.7,402.7
,,,1984/11/15,343.8,424.9,"83,624.1",272.3,454.2,842.4,"4,137.8",#N/A,343.8,0.1,"1,229.4","367,289.6","1,269.1","9,096.8",#N/A,#N/A,"272,970.1",424.9,#N/A,343.8,608.6,#N/A,454.2,402.3
,,,1984/11/16,345.0,426.7,"83,707.3",274.9,455.2,844.0,"4,152.6",#N/A,345.0,0.1,"1,233.8","369,164.3","1,275.5","9,143.2",#N/A,#N/A,"274,363.3",426.7,#N/A,345.0,609.9,#N/A,455.2,403.1
,,,1984/11/19,343.4,428.0,"83,553.1",274.9,451.3,848.6,"4,119.3",#N/A,343.4,0.1,"1,222.3","365,985.8","1,260.5","9,089.9",#N/A,#N/A,"274,082.8",428.0,#N/A,343.4,614.9,#N/A,451.3,400.4
,,,1984/11/20,342.7,428.8,"83,851.2",276.8,452.6,852.4,"4,155.2",#N/A,342.7,0.1,"1,226.6","368,806.8","1,270.2","9,160.0",#N/A,#N/A,"276,195.5",428.8,#N/A,342.7,615.0,#N/A,452.6,402.5
,,,1984/11/21,340.3,427.8,"84,174.4",277.2,451.7,857.1,"4,185.7",#N/A,340.3,0.2,"1,214.0","372,070.2","1,281.5","9,241.0",#N/A,#N/A,"278,639.4",427.8,#N/A,340.3,613.4,#N/A,451.7,399.7
,,,1984/11/22,342.0,428.5,"83,672.7",278.5,450.6,854.2,"4,162.8",#N/A,342.0,0.2,"1,219.8","371,701.8","1,280.2","9,231.9",#N/A,#N/A,"278,363.5",428.5,#N/A,342.0,611.3,#N/A,450.6,400.8
,,,1984/11/23,341.5,430.5,"83,886.8",280.2,450.6,855.7,"4,144.1",#N/A,341.5,0.2,"1,219.9","373,899.5","1,287.8","9,286.5",#N/A,#N/A,"280,009.3",430.5,#N/A,341.5,615.2,#N/A,450.6,399.8
,,,1984/11/26,336.9,428.9,"83,532.4",280.5,447.5,856.5,"4,113.0",#N/A,336.9,0.2,"1,208.5","361,606.2","1,246.3","9,045.8",#N/A,#N/A,"282,128.8",428.9,#N/A,336.9,618.4,#N/A,447.5,397.3
,,,1984/11/27,332.9,423.9,"81,875.2",275.8,441.0,841.5,"4,037.1",#N/A,332.9,0.1,"1,187.2","353,237.1","1,217.5","8,836.5",#N/A,#N/A,"275,599.1",423.9,#N/A,332.9,610.1,#N/A,441.0,390.6
,,,1984/11/28,329.0,420.8,"80,739.4",272.9,434.3,829.9,"3,997.1",#N/A,329.0,0.1,"1,163.2","349,219.9","1,203.7","8,736.0",#N/A,#N/A,"272,464.9",420.8,#N/A,329.0,608.2,#N/A,434.3,381.4
,,,1984/11/29,330.6,423.3,"81,579.1",275.2,437.9,838.6,"4,036.1",#N/A,330.6,0.1,"1,177.7","353,150.7","1,217.2","8,834.3",#N/A,#N/A,"275,531.7",423.3,#N/A,330.6,613.5,#N/A,437.9,385.0
,,,1984/11/30,329.0,423.7,"81,327.1",274.6,435.2,839.3,"4,016.0",#N/A,329.0,0.1,"1,174.5","350,872.2","1,209.4","8,777.3",#N/A,#N/A,"269,813.1",423.7,#N/A,329.0,610.2,#N/A,435.2,384.8
,,,1984/12/3,329.5,425.7,"81,172.2",275.3,433.2,839.1,"3,994.3",#N/A,329.5,0.1,"1,165.4","348,229.9","1,201.3","8,615.5",#N/A,#N/A,"269,299.0",425.7,#N/A,329.5,607.4,#N/A,433.2,382.5
,,,1984/12/4,332.0,422.4,"81,528.2",274.5,436.8,837.9,"4,005.6",#N/A,332.0,0.1,"1,175.4","347,996.6","1,200.5","8,609.7",#N/A,#N/A,"269,118.6",422.4,#N/A,332.0,604.8,#N/A,436.8,385.5
,,,1984/12/5,329.9,421.9,"81,599.1",273.1,437.6,842.7,"4,041.2",#N/A,329.9,0.1,"1,174.7","348,007.7","1,200.5","8,610.0",#N/A,#N/A,"269,127.2",421.9,#N/A,329.9,606.7,#N/A,437.6,387.0
,,,1984/12/6,330.8,421.0,"81,544.5",274.1,437.0,834.6,"4,013.2",#N/A,330.8,0.1,"1,174.7","348,651.2","1,202.8","8,625.9",#N/A,#N/A,"269,624.8",421.0,#N/A,330.8,605.8,#N/A,437.0,388.3
,,,1984/12/7,327.0,418.7,"81,608.6",271.8,436.0,839.4,"4,046.0",#N/A,327.0,0.1,"1,172.9","348,925.5","1,203.7","8,632.7",#N/A,#N/A,"269,836.9",418.7,#N/A,327.0,604.0,#N/A,436.0,387.9
,,,1984/12/10,326.3,418.3,"80,533.3",271.2,431.3,832.5,"3,972.4",#N/A,326.3,0.1,"1,164.0","343,825.6","1,200.4","8,636.3",#N/A,#N/A,"266,729.7",418.3,#N/A,326.3,595.2,#N/A,431.3,387.9
,,,1984/12/11,326.8,418.5,"80,662.2",272.6,431.0,833.2,"4,001.6",#N/A,326.8,0.1,"1,167.7","345,539.2","1,206.4","8,679.4",#N/A,#N/A,"268,059.1",418.5,#N/A,326.8,602.6,#N/A,431.0,388.5
,,,1984/12/12,324.5,415.8,"80,944.5",270.4,432.4,835.4,"3,979.6",#N/A,324.5,0.1,"1,167.4","346,163.9","1,208.6","8,695.0",#N/A,#N/A,"268,543.7",415.8,#N/A,324.5,603.0,#N/A,432.4,386.3
,,,1984/12/13,324.3,417.5,"80,777.2",272.5,431.2,835.9,"3,998.4",#N/A,324.3,0.1,"1,164.0","347,794.3","1,214.3","8,736.0",#N/A,#N/A,"269,808.5",417.5,#N/A,324.3,604.4,#N/A,431.2,388.1
,,,1984/12/14,322.5,415.9,"79,885.7",270.3,424.3,824.5,"3,930.9",#N/A,322.5,0.1,"1,141.9","341,924.2","1,193.8","8,588.6",#N/A,#N/A,"265,254.7",415.9,#N/A,322.5,599.6,#N/A,424.3,384.0
,,,1984/12/17,315.0,404.8,"78,335.5",264.5,418.1,808.0,"3,864.9",#N/A,315.0,0.1,"1,127.4","338,515.6","1,162.9","8,418.7",#N/A,#N/A,"261,652.9",404.8,#N/A,315.0,601.4,#N/A,418.1,377.7
,,,1984/12/18,309.0,395.8,"76,010.5",260.5,405.9,782.8,"3,766.2",#N/A,309.0,0.1,"1,096.6","330,714.7","1,136.1","8,224.7",#N/A,#N/A,"255,623.2",395.8,#N/A,309.0,595.9,#N/A,405.9,368.1
,,,1984/12/19,309.3,397.6,"76,485.1",263.4,407.0,789.2,"3,798.2",#N/A,309.3,0.1,"1,102.1","334,494.7","1,149.1","8,318.7",#N/A,#N/A,"258,545.0",397.6,#N/A,309.3,596.7,#N/A,407.0,370.3
,,,1984/12/20,307.5,396.2,"75,052.1",263.8,399.7,778.5,"3,721.7",#N/A,307.5,0.1,"1,089.0","331,072.0","1,137.4","8,233.6",#N/A,#N/A,"255,899.5",396.2,#N/A,307.5,595.8,#N/A,399.7,365.6
,,,1984/12/21,311.0,401.8,"76,444.7",264.6,405.6,790.1,"3,774.4",#N/A,311.0,0.1,"1,100.6","334,318.1","1,148.5","8,314.3",#N/A,#N/A,"258,408.5",401.8,#N/A,311.0,598.4,#N/A,405.6,368.7
,,,1984/12/24,311.0,402.6,"76,608.7",264.7,406.7,795.0,"3,758.2",#N/A,311.0,0.1,"1,097.6","328,729.0","1,131.7","8,147.1",#N/A,#N/A,"258,518.8",402.6,#N/A,311.0,600.9,#N/A,406.7,369.0
,,,1984/12/25,311.0,402.6,"76,608.7",264.7,406.7,795.0,"3,758.2",#N/A,311.0,0.1,"1,097.6","328,729.0","1,131.7","8,147.1",#N/A,#N/A,"258,518.8",402.6,#N/A,311.0,600.9,#N/A,406.7,369.0
,,,1984/12/26,311.0,402.6,"76,608.7",264.7,406.7,795.0,"3,758.2",#N/A,311.0,0.1,"1,097.6","328,729.0","1,131.7","8,147.1",#N/A,#N/A,"258,518.8",402.6,#N/A,311.0,600.9,#N/A,406.7,369.0
,,,1984/12/27,311.0,405.6,"77,683.5",267.6,410.3,806.2,"3,835.5",#N/A,311.0,0.1,"1,115.9","333,913.5","1,149.5","8,275.6",#N/A,#N/A,"262,596.0",405.6,#N/A,311.0,611.6,#N/A,410.3,375.5
,,,1984/12/28,309.2,402.2,"77,508.0",265.6,408.4,799.7,"3,787.7",#N/A,309.2,0.1,"1,107.7","332,587.6","1,144.9","8,242.7",#N/A,#N/A,"261,553.3",402.2,#N/A,309.2,612.2,#N/A,408.4,373.2
,,,1984/12/31,308.3,402.5,"77,716.7",266.0,408.2,803.8,"3,825.9",#N/A,308.3,0.1,"1,106.4","331,867.4","1,134.4","8,219.4",#N/A,#N/A,"255,666.7",402.5,#N/A,308.3,612.8,#N/A,408.2,374.1
,,,1985/1/1,308.3,402.5,"77,716.7",266.0,408.2,803.8,"3,825.9",#N/A,308.3,0.1,"1,106.4","331,867.4","1,134.4","8,219.4",#N/A,#N/A,"255,666.7",402.5,#N/A,308.3,612.8,#N/A,408.2,374.1
,,,1985/1/2,305.5,401.5,"77,050.0",266.0,404.1,801.2,"3,787.1",#N/A,305.5,0.1,"1,092.8","331,866.7","1,134.4","8,219.4",#N/A,#N/A,"255,666.1",401.5,#N/A,305.5,614.1,#N/A,404.1,374.2
,,,1985/1/3,302.3,397.1,"75,623.5",262.8,394.7,784.9,"3,718.9",#N/A,302.3,0.1,"1,072.9","324,040.9","1,107.7","8,025.6",#N/A,#N/A,"249,637.2",397.1,#N/A,302.3,609.9,#N/A,394.7,367.4
,,,1985/1/4,303.2,397.2,"76,671.3",262.6,400.2,796.3,"3,759.6",#N/A,303.2,0.1,"1,086.1","327,123.1","1,118.2","8,101.9",#N/A,#N/A,"252,011.7",397.2,#N/A,303.2,617.4,#N/A,400.2,371.9
,,,1985/1/7,298.3,392.6,"75,863.9",261.2,393.2,785.3,"3,741.2",835.8,298.3,0.1,"1,064.4","319,810.3","1,091.6","7,963.1",#N/A,#N/A,"249,144.0",392.6,#N/A,298.3,625.5,835.8,393.2,369.7
,,,1985/1/8,302.0,395.3,"77,226.9",263.1,402.4,802.1,"3,820.7",853.0,302.0,0.1,"1,091.7","326,394.7","1,114.1","8,127.1",#N/A,#N/A,"254,273.6",395.3,#N/A,302.0,638.0,853.0,402.4,375.7
,,,1985/1/9,300.5,393.5,"75,815.8",263.1,394.3,788.9,"3,742.2",840.3,300.5,0.1,"1,070.2","321,534.8","1,097.5","8,006.0",#N/A,#N/A,"250,487.5",393.5,#N/A,300.5,633.8,840.3,394.3,365.8
,,,1985/1/10,303.8,397.6,"77,039.4",268.0,401.5,801.9,"3,853.4",862.8,303.8,0.1,"1,086.9","330,136.2","1,126.8","8,220.2",#N/A,#N/A,"257,188.3",397.6,#N/A,303.8,640.0,862.8,401.5,372.4
,,,1985/1/11,304.3,398.6,"77,182.9",270.6,403.5,802.9,"3,845.6",869.7,304.3,0.1,"1,093.4","332,778.4","1,135.9","8,286.0",#N/A,#N/A,"259,246.7",398.6,#N/A,304.3,663.2,869.7,403.5,371.3
,,,1985/1/14,299.0,395.4,"76,926.8",269.1,398.8,805.2,"3,790.1",859.7,299.0,0.1,"1,082.2","330,859.6","1,109.5","8,184.7",#N/A,#N/A,"259,980.1",395.4,#N/A,299.0,680.3,859.7,398.8,372.9
,,,1985/1/15,301.8,398.7,"77,043.0",269.5,399.9,810.9,"3,804.1",856.5,301.8,0.1,"1,084.8","329,617.0","1,105.3","8,154.0",#N/A,#N/A,"259,003.7",398.7,#N/A,301.8,703.4,856.5,399.9,370.4
,,,1985/1/16,302.7,400.1,"77,053.2",270.6,400.8,809.7,"3,818.7",857.3,302.7,0.1,"1,087.5","329,949.8","1,106.5","8,162.2",#N/A,#N/A,"259,265.2",400.1,#N/A,302.7,694.4,857.3,400.8,370.3
,,,1985/1/17,305.5,403.0,"77,816.5",273.0,405.7,817.8,"3,859.9",866.6,305.5,0.1,"1,097.8","333,510.8","1,118.4","8,250.3",#N/A,#N/A,"262,063.3",403.0,#N/A,305.5,704.5,866.6,405.7,374.1
,,,1985/1/18,308.0,406.2,"78,025.5",274.8,407.5,820.8,"3,883.3",868.1,308.0,0.1,"1,099.8","334,113.4","1,120.4","8,265.2",#N/A,#N/A,"262,536.8",406.2,#N/A,308.0,709.4,868.1,407.5,376.7
,,,1985/1/21,307.3,404.6,"77,877.2",273.5,406.5,819.2,"3,891.1",866.5,307.3,0.1,"1,102.2","332,002.7","1,129.9","8,279.6",#N/A,#N/A,"262,037.7",404.6,#N/A,307.3,709.5,866.5,406.5,376.7
,,,1985/1/22,306.9,403.5,"77,893.7",272.9,406.0,818.5,"3,864.5",865.2,306.9,0.1,"1,098.8","331,491.6","1,128.2","8,266.8",#N/A,#N/A,"261,634.3",403.5,#N/A,306.9,696.5,865.2,406.0,376.9
,,,1985/1/23,300.3,396.2,"76,919.3",270.4,401.3,810.7,"3,842.4",862.6,300.3,0.1,"1,085.3","330,528.5","1,124.9","8,242.8",#N/A,#N/A,"260,874.2",396.2,#N/A,300.3,697.2,862.6,401.3,373.9
,,,1985/1/24,300.9,394.8,"76,657.0",269.2,400.2,802.4,"3,815.8",856.7,300.9,0.1,"1,080.2","328,240.6","1,117.1","8,185.8",#N/A,#N/A,"259,068.5",394.8,#N/A,300.9,693.9,856.7,400.2,369.4
